playlist_id,track_ids
7,15124 2273 13076 734 4492 6464 6937 19317 14367 1895 
25,3453 6459 12762 20474 9753 10466 14509 15837 10977 16583 
29,19798 898 4804 1896 17351 9243 878 13182 8046 9544 
34,1647 11710 13079 6012 6181 12033 2541 2893 11423 1973 
50,19465 16987 6189 8133 1018 6687 10744 12963 2945 2232 
52,12362 19120 16740 15550 423 11127 3585 11945 17520 369 
60,13374 1948 694 14443 3009 13771 17511 5423 19622 10201 
64,2922 2989 8640 508 4089 533 20095 12771 2583 13451 
77,19317 6464 6937 1895 14367 20592 15582 13511 11763 14620 
80,14683 4532 10203 16391 2988 3119 19254 18161 3996 11744 
106,12622 4566 11013 2349 15410 19071 2518 16494 7463 6918 
138,5667 7680 10580 10577 2435 762 7298 12114 12071 9504 
143,3714 2020 15676 16996 6295 6531 6668 16620 12629 11026 
149,20025 15570 12182 11107 4364 19783 12497 6331 9537 20145 
169,12903 11911 8785 17909 15406 15968 20514 18018 8477 20499 
180,3858 14233 13188 2418 7766 8418 1478 13207 436 11217 
210,6242 12834 15413 8136 18919 17040 3644 723 17926 4807 
231,18301 3749 14944 638 7153 4013 19838 13957 3433 17143 
241,4496 5273 10913 13312 19773 7744 11976 18981 15247 19567 
244,15417 10523 2046 18601 17195 15580 3252 4946 1201 1382 
256,16867 12034 15357 926 9264 19326 8791 1778 20392 18632 
258,6887 9826 1 855 14088 16801 9977 9171 17685 19491 
265,14180 5664 20591 10477 14066 3067 13032 3169 11696 11243 
268,11670 4581 2274 18448 14037 10572 3622 6466 1502 9544 
271,9544 8046 3759 13643 14505 6198 878 13182 9243 20201 
272,8956 10848 5606 15578 10496 17239 2674 13980 18266 2272 
275,4809 16236 4364 11107 6331 9537 19783 6294 20025 16517 
277,13704 10817 7664 13779 999 13460 7224 3293 18642 17782 
290,2060 1192 8639 8533 19634 3565 13089 9784 2649 16227 
310,17143 13957 638 4013 7350 19838 6716 14247 3433 7153 
326,5831 4302 9500 19713 443 7475 12960 20169 14204 3630 
365,12668 5193 8872 13402 4346 1588 16433 16905 11648 13624 
392,6933 1393 4113 10169 14665 13548 18241 482 15710 13959 
407,8613 14531 1521 20489 846 17370 17652 15068 20073 8524 
413,7224 3293 4688 3007 10843 17253 5091 13350 6544 18498 
422,4089 8640 508 2922 533 12771 20095 2376 19705 17012 
432,8418 2418 7766 3858 13188 14233 13783 12932 13943 436 
455,3085 13198 15080 18417 1841 17221 12393 14483 18185 18015 
470,4364 15570 15930 12834 7734 1975 2437 14770 19699 2930 
492,15570 20025 12182 6294 12834 11107 4364 4809 17926 18905 
495,3622 6466 1502 14037 7076 10572 15995 8232 1961 9968 
497,28 12888 18369 2144 2423 3022 2993 16254 15269 19871 
505,11322 18292 11065 13182 13643 8046 9544 878 9243 14505 
509,14023 8953 1196 13894 2437 14770 19699 1975 16314 14702 
514,17972 6475 8481 16381 11959 675 8728 18716 10070 5453 
529,13779 7664 999 13460 10817 3293 7224 18282 8738 15186 
532,12490 1750 13703 7475 5831 443 19713 9500 4302 797 
537,15093 12879 233 5658 19956 19067 20145 6246 10857 3875 
545,8956 10848 5606 15578 10496 17239 2674 13980 18266 2272 
564,15432 10777 13876 13310 16276 7624 13875 15988 17635 7961 
567,8956 10848 5606 15578 10496 17239 2674 13980 18266 2272 
580,4364 15570 15930 12834 14770 7734 2437 19699 1975 2930 
582,13783 13943 7766 14233 2418 3858 8418 15268 12932 13207 
592,8956 10848 5606 15578 10496 17239 2674 13980 18266 2272 
611,3433 19838 7350 638 17143 14247 6716 4013 13957 7153 
615,12305 14670 4201 4749 14256 3182 8498 14278 4037 19834 
619,2060 8639 8533 1192 19634 3565 13089 9784 10884 914 
622,2518 11013 4566 15410 2349 12622 19071 222 10591 6918 
625,20514 8477 18018 20499 4262 12927 11148 15828 934 5950 
631,14365 16360 19494 5987 14992 11938 17602 3990 13579 3956 
633,13957 7350 19838 17143 7153 638 14247 3433 6716 4013 
636,2186 20121 3919 10926 18057 8297 6197 16861 15543 18279 
642,10857 6246 20145 3875 12345 5658 19956 20362 19067 8926 
646,14628 14934 8424 14994 3023 8028 16821 6948 5387 1482 
676,6242 15413 18919 8136 17040 723 4807 17926 18905 12834 
683,6716 17143 14247 4013 7153 13957 3433 638 7264 7941 
686,13987 17438 10454 9067 5683 9086 9168 19399 3503 15327 
704,8956 10848 5606 15578 10496 17239 2674 13980 18266 2272 
709,8956 10848 5606 15578 10496 17239 2674 13980 18266 2272 
714,13130 12100 13072 20273 13422 20035 17361 3936 25 10897 
719,8956 10848 5606 15578 10496 17239 2674 13980 18266 2272 
721,13321 244 1836 7818 15440 2852 17653 14908 5432 9171 
724,15502 19486 6043 7208 17550 19006 7411 7293 18000 9184 
731,17143 3433 7153 6716 7350 4013 19838 638 14247 13957 
735,3875 20145 6246 10857 20362 19956 19067 12879 15093 5658 
737,8956 10848 5606 15578 10496 17239 2674 13980 18266 2272 
740,12076 19262 3037 14478 10322 1921 4471 12398 4381 9824 
744,8312 1676 12522 5528 17638 18492 14861 14220 8182 7062 
746,4581 11670 18448 17608 17586 8942 586 16762 6825 7611 
774,12960 10269 5831 9500 19713 7475 4302 443 797 20169 
788,14499 9422 14239 817 11977 11306 9947 17003 1391 19631 
