playlist_id,track_ids
7,13759 13760 13758 13753 13757 13756 13755 13751 13754 13752 
25,13759 13760 13753 13758 13752 13761 13754 13756 13751 13755 
29,13758 13756 13757 13755 13759 13750 13752 13749 13754 13751 
34,13758 13757 13759 13756 13750 13751 13749 13752 13760 13755 
50,6687 8044 16987 17429 14573 17931 32 8133 7365 12963 
52,15550 12362 2692 369 3585 17520 12971 16740 6659 17669 
60,13759 13750 13751 13761 13757 13758 13756 13752 13755 13760 
64,13757 13755 13758 13756 13754 13752 13753 13762 13750 13760 
77,13758 13757 13760 13759 13756 13755 13754 17997 14620 12299 
80,4532 2988 10203 16391 3119 14683 13756 13755 13757 13754 
106,13757 13759 13755 13756 13754 13758 13760 13751 13752 18836 
138,13755 13756 19053 13757 6673 20005 218 13758 10580 1348 
143,13759 13753 13757 13752 13754 13756 13760 13751 13758 13755 
149,19217 15570 2037 18919 10624 18774 1719 15748 9291 17926 
169,13757 13758 13759 3173 13750 20514 19782 7371 8828 13756 
180,2088 4657 8982 3730 14453 18349 17515 11498 17420 20571 
210,19217 18919 15570 2037 10624 18774 1719 15748 17926 9291 
231,13757 13759 13758 13754 13760 13756 19838 13957 13753 13752 
241,19129 10913 9724 1102 20016 15247 18981 3651 17970 19567 
244,625 9624 8728 9712 778 1382 14062 15417 13758 13756 
256,13755 13756 13757 13758 13754 13749 13752 13748 13759 13751 
258,13213 16801 9171 12403 17671 6887 17352 625 5920 5805 
265,8191 16559 20591 16331 3169 8345 14066 13032 18787 10477 
268,13759 13760 13758 13761 13757 13752 13762 13756 13755 13753 
271,13756 13755 13757 13759 13758 13754 13753 13760 13752 13750 
272,8956 10848 5606 15578 10496 17239 2674 13980 18266 2272 
275,19217 18919 15570 10624 18774 1719 15748 9291 17926 8953 
277,13757 17253 18498 13756 55 13755 13758 3388 7224 10550 
290,13756 13757 13755 13759 13758 13750 13751 13752 13761 13760 
310,19838 13957 13756 4013 7941 14944 14247 10953 3433 13755 
326,11479 9958 20169 17063 12960 4469 7475 16909 443 3630 
365,4850 16905 15873 11648 13624 12668 13212 8872 13402 5193 
392,15710 13959 1393 4113 17786 13757 16406 13758 13759 10169 
407,13757 13755 13758 13756 13759 13754 13760 13753 13761 13751 
413,13760 13756 13757 13758 13755 13759 13751 13754 13761 13753 
422,19705 7637 10481 8577 8640 12771 20095 533 508 13759 
432,13756 13757 13755 13758 13754 13750 13759 13751 13749 13753 
455,17691 14483 18185 7228 18417 17221 17256 17680 18912 13198 
470,19217 18919 2037 15570 10624 13760 18774 1719 15748 17926 
492,19217 15570 18919 2037 10624 18774 1719 15748 9291 17926 
495,16817 2452 15995 470 18327 11501 18557 1367 17196 5904 
497,14859 2078 14688 702 20425 15926 17157 3177 13756 457 
505,13759 13755 13754 13757 13753 13756 13761 13758 13760 13752 
509,19217 18919 15570 2037 10624 18774 15748 9291 17926 8953 
514,625 8728 14062 5453 16381 17972 13918 16541 7538 8481 
529,17253 55 13749 13750 18498 13755 13757 13752 7224 13758 
532,6734 11479 10392 9958 10356 20000 4135 718 16407 5679 
537,10857 13133 4460 8926 8756 17432 13006 16065 8956 12879 
