playlist_id,track_ids
7,15124 2273 13076 734 4492 15908 13158 6099 6615 17256 
25,800 11372 10500 6339 9568 10839 5620 11878 16830 19357 
29,19798 898 4804 1896 17351 16589 5293 20277 9706 10299 
34,1647 2715 13079 11423 545 1973 11710 3594 14222 540 
50,12963 6335 2232 2945 19465 6687 10744 6189 16987 8133 
52,12362 16740 11127 423 11945 15550 19120 2692 17520 15913 
60,13374 14443 3009 1948 13771 17511 694 19622 3942 5423 
64,8640 4089 508 2989 20095 2922 19705 2376 533 17012 
77,11763 14498 18707 16307 15582 1970 1036 1175 20592 14620 
80,16391 14683 4532 10203 3119 2988 14178 1372 3996 8152 
106,8881 1490 18045 9307 7785 568 4102 8624 12085 15789 
138,19053 829 18011 12835 14210 2836 9504 6446 3341 3219 
143,1057 16646 15731 18378 15492 11393 463 6794 17768 10507
149,17432 7610 42 4569 5978 15314 19956 233 19067 15093 
169,15406 20499 18018 8785 12903 20514 4262 15968 17909 8477 
180,9034 9739 18349 13943 8570 7400 10339 15477 11155 14734 
210,14066 20591 14509 2858 16583 9753 10921 12762 6459 3453 
231,19838 3433 13957 18301 17143 6716 638 7941 4013 14944 
241,7744 19773 10913 4496 13312 5273 15247 16225 11976 18981
244,3252 10523 17972 6354 15417 1382 4946 18601 17195 2046 
256,3175 1812 12372 5807 311 15009 15357 2768 8431 18257 
258,11107 20025 19783 12497 16236 9537 4807 4809 18774 17926 
265,3169 3067 5664 14180 11243 14066 13032 11696 8155 20591 
268,7076 1502 6466 3622 10572 14037 9508 405 7904 4865 
271,17268 14378 16208 19001 14505 6198 9243 878 9544 3759 
272,8956 10848 5606 15578 10496 17239 2674 13980 18266 2272 
275,12182 6242 17040 4807 723 18905 12834 8136 15333 15413 
277,2989 2922 2583 8640 533 8577 2376 20095 12771 19705 
290,8502 16227 15282 2618 8619 910 4371 13406 7504 19700 
310,12203 20046 9829 8647 12625 19241 9819 8063 13009 13538 
326,5831 20169 19713 443 3630 14204 9500 7475 12960 4302 
365,4346 1588 5193 13402 8872 12668 16433 11648 4850 15873 
392,14665 482 13548 4113 18241 1393 10169 15710 6933 5997 
407,8962 9805 15260 16699 3956 18299 13579 7451 20291 2927 
413,13005 14456 3007 18304 4688 16340 9424 11125 10055 17766 
422,2922 8640 508 4089 533 12771 20095 8577 19705 13451 
432,10339 15477 14233 8418 3858 11217 13207 13188 13943 12115 
455,14483 17221 18417 1841 18185 12393 15080 15952 3085 18015 
470,19713 10269 20169 4302 443 14204 5831 797 9500 12960 
492,17256 14483 17221 18417 18185 3085 15952 2631 15080 18015 
495,7076 1502 3622 6466 14037 10572 9508 7904 11573 18580 
497,2117 15926 11101 17157 550 13551 73009397 8412 2993 3022
505,3903 15557 11322 11065 18292 13999 19919 2685 16255 9066 
509,19699 2437 14023 13894 14702 16314 14770 1196 1975 8953 
514,17972 6059 11959 16381 18716 8481 8728 5453 10070 8911 
529,2777 11001 6103 9342 3766 2873 1111 17487 14175 19974 
532,443 797 9500 19713 12960 1750 3630 14204 3471 7475 
537,233 10857 3875 20145 12879 19956 8926 15093 6246 5658 
545,8956 10848 5606 15578 10496 17239 2674 13980 18266 2272 
564,15432 10777 13876 13310 7624 16276 7961 15988 13875 18758 
567,8956 10848 5606 15578 10496 17239 2674 13980 18266 2272 
580,13405 20073 15068 17370 1521 20489 19924 846 14531 8613 
582,3858 13783 2418 13943 15268 7766 8418 14233 12932 6405 
592,8956 10848 5606 15578 10496 17239 2674 13980 18266 2272 
611,19838 14944 13957 638 4013 7153 9269 14668 10953 19169 
615,14670 12305 4201 14278 4037 3182 4749 14256 8498 13313 
619,19634 2060 3565 13089 9784 8639 8533 1192 10884 914 
622,1490 18045 8881 9307 4102 10980 12085 11414 10591 4566 
625,8785 8477 15968 20499 11911 17909 4262 18018 12903 15406 
631,14365 3990 17602 16360 14992 19494 5987 11938 11866 2927 
633,4569 4460 8229 42 5978 14395 4444 17432 7610 15314 
636,16861 15543 3919 18057 2186 6197 8297 20121 10926 10228 
642,17432 8229 4444 15314 42 5978 7610 4569 4460 19077 
646,12450 3089 2899 15781 3378 3741 229 3281 3099 8424 
676,15930 18919 8136 12834 4807 18905 17926 17040 15413 6242 
683,14247 7153 638 18301 3749 6716 13957 3433 7264 4013 
686,9086 15327 19399 17438 13987 3503 10454 9168 9067 5683 
704,8956 10848 5606 15578 10496 17239 2674 13980 18266 2272 
709,8956 10848 5606 15578 10496 17239 2674 13980 18266 2272 
714,13704 13779 8738 6653 10817 18642 17782 13460 18282 15800 
719,8956 10848 5606 15578 10496 17239 2674 13980 18266 2272 
721,13321 244 1836 7818 17653 14908 15440 2852 14302 10223 
724,15502 7208 6043 19486 17550 1412 9184 7293 18000 7411 
731,7475 19713 9500 797 4302 3630 12960 5831 20169 14204 
735,4807 17926 8136 3644 6242 723 15333 15930 18919 15413 
737,8956 10848 5606 15578 10496 17239 2674 13980 18266 2272 
740,12076 10322 14478 19262 4471 1921 3037 4381 12398 9824 
744,7608 11551 7575 1564 1427 1676 11477 13997 3526 7062 
746,4581 8942 11670 18448 17608 17586 16762 586 6825 7611 
774,5413 7766 12932 3858 8418 13943 12115 436 11217 2402 
788,13094 20051 13066 19244 18836 1605 2002 9792 15893 6294 
818,2583 2922 533 8640 8577 12771 2376 20095 13451 19705 
859,714 7908 1322 18293 4128 15550 2792 12362 11945 369 
914,11744 19254 14178 8152 18161 3996 12783 18874 5905 1149 
924,16722 19380 19829 476 12355 7576 2835 12632 19210 8428 
925,1750 3471 13703 1381 5758 16398 10392 9048 2551 13875 
926,18168 1532 7163 3727 99 1299 20014 19480 5254 11483 
927,11729 16808 13532 16879 1979 7363 18870 18340 18374 13802 
949,15068 8613 17652 1521 13405 17370 19924 20073 14531 846 
957,15042 17052 18111 19464 1639 20274 40 5184 10587 19819 
961,9834 19053 12835 14210 11688 14147 18011 13973 14961 12395 
988,8892 18448 17586 2274 4581 17608 8942 11670 6104 6695 
994,8956 10848 5606 15578 10496 17239 2674 13980 18266 2272 
1016,9500 443 5831 14204 3630 7475 10269 20169 12960 4302 
1021,1826 15536 18994 15638 17383 11966 12369 4374 7370 4174 
1027,18393 15153 1912 17250 13058 5953 11815 14215 4559 19769 
1046,13312 19773 5273 4496 5739 8380 2120 10913 7744 11976 
1057,9963 14091 12406 20618 17153 10118 8226 18989 2636 20452 
1065,12120 18256 4961 20323 20470 20184 1565 1851 7781 18287 
1066,3622 7076 6466 7904 11573 2371 18580 2853 7039 2897 
1087,5831 4302 443 14204 9500 7475 12960 3630 19713 7910 
1092,19826 11639 8684 718 15601 15631 6735 5412 7321 14738 
1099,7984 12557 551 13689 19584 5235 16798 3514 17965 2048 
1103,7664 999 13460 13704 6653 13779 17782 15186 10817 5744 
1108,8956 10848 5606 15578 10496 17239 2674 13980 18266 2272 
1115,637 13412 19394 16379 17675 7217 16767 3653 8409 17638 
1120,19502 15166 11142 18983 14774 3937 12258 16282 15682 13459 
1126,2873 19974 14175 11001 9342 2777 6103 3766 17487 17405 
1129,18351 18453 13272 3434 281 1961 16452 9968 12663 1493 
1147,13238 10257 7718 14784 8139 19588 4150 6197 2392 8297 
1163,6868 14978 5201 15584 2792 10738 12931 4128 714 7908 
1169,10322 14478 12076 9098 4471 1921 3037 12398 4381 19477 
1174,13363 12830 11045 18894 9465 10932 9023 17776 13766 13778 
1238,19317 17997 15373 10502 6464 8798 3431 14367 2970 8018 
1254,6937 8018 80 17997 1895 6464 8798 10502 19317 14367 
1274,2873 9342 2777 11001 14175 3766 6103 19974 17487 5621 
1285,1588 12668 5193 4346 3876 16905 13624 11648 15873 4850 
1302,19625 15056 918 18757 10518 128 12742 13113 1357 1669 
1316,5712 6068 20101 11793 8614 15458 12581 16451 12125 5552 
1319,8956 10848 5606 15578 10496 17239 2674 13980 18266 2272 
1341,12822 14482 5890 5911 18446 19373 7007 3090 7503 12638 
1346,2199 770 8683 20353 8356 8725 12768 6104 7296 8416 
1350,17465 7190 14572 20328 2857 548 15525 20559 4223 8101 
1353,6059 675 9712 5903 9624 6475 8911 3252 15580 778 
1363,8152 1372 18161 11744 3996 14178 15771 12783 5905 18874 
1371,17252 10161 8809 13616 3567 9762 18597 12532 3845 19039 
1379,6569 16128 16477 18352 4281 9083 1933 7469 18316 13759 
1383,8956 10848 5606 15578 10496 17239 2674 13980 18266 2272 
1390,2997 2698 10572 7076 9490 6466 3622 14037 1502 12692 
1398,8956 10848 5606 15578 10496 17239 2674 13980 18266 2272 
1404,9333 1919 3790 17510 18138 11600 15640 1026 7925 10034 
